0	839.000000	253.000000	1.000000	2.073748	0.804185	0.471394
1	347.000000	730.000000	5.000000	1.512677	0.931653	1.358255
2	294.000000	574.000000	8.000000	0.791838	0.581641	1.217036
3	743.000000	25.000000	2.000000	1.633174	0.882137	1.180485
4	36.000000	270.000000	1.000000	0.688140	1.092808	0.250322
5	266.000000	240.000000	4.000000	0.152104	1.235306	0.696941
6	368.000000	477.000000	8.000000	0.868439	1.362973	1.357463
7	404.000000	235.000000	5.000000	0.081898	1.033224	0.981852
8	390.000000	720.000000	8.000000	2.027881	1.378445	0.195002
9	622.000000	48.000000	8.000000	0.963905	1.369504	0.981985
10	47.000000	819.000000	3.000000	0.437151	0.963811	1.333967
11	918.000000	158.000000	3.000000	0.968984	1.537075	1.085857
12	383.000000	452.000000	7.000000	1.675266	1.388687	0.538746
13	562.000000	255.000000	3.000000	1.689559	0.595841	0.445719
14	174.000000	292.000000	5.000000	0.803195	0.657357	0.477260
15	427.000000	490.000000	7.000000	0.766011	0.889441	0.327192
16	891.000000	859.000000	4.000000	1.030519	0.478458	0.710764
17	859.000000	255.000000	1.000000	1.788125	1.329126	0.354763
18	547.000000	645.000000	2.000000	0.017533	1.032423	1.380644
19	845.000000	260.000000	2.000000	1.476175	0.577613	0.123251
20	103.000000	307.000000	2.000000	0.149518	1.258292	0.574260
21	487.000000	285.000000	0.000000	1.771474	1.245643	0.764020
22	660.000000	669.000000	3.000000	0.539825	1.272790	0.438992
23	400.000000	223.000000	8.000000	1.549184	1.231485	1.259686
24	165.000000	329.000000	2.000000	0.269456	1.353456	1.345080
25	132.000000	756.000000	5.000000	1.397510	1.500245	0.040941
26	339.000000	639.000000	4.000000	2.125305	1.201109	0.454554
27	15.000000	559.000000	1.000000	2.412010	0.187747	0.263779
28	867.000000	166.000000	6.000000	0.326048	1.530472	0.070280
29	491.000000	3.000000	8.000000	1.867485	1.088427	0.774595
30	163.000000	106.000000	5.000000	1.854622	1.034635	0.865854
31	655.000000	593.000000	1.000000	1.330875	1.536843	1.036452
32	298.000000	246.000000	2.000000	1.453320	1.566318	0.999547
