1	34.5402	61.7474	46.8187
2	115.023	72.522	7.50134
3	7.68911	88.3994	1.54204
4	10.3305	67.7414	33.3954
5	80.7261	48.1712	50.8688
6	146.159	26.7429	11.3791
7	56.4647	42.161	84.2594
8	7.61119	62.3475	84.8098
9	57.5249	61.4395	64.1387
10	110.717	66.431	19.8096
11	94.039	65.4419	72.1019
12	30.0616	83.5036	85.0429
13	31.6852	19.7863	88.3927
14	57.6557	45.474	89.2893
15	18.8299	41.5289	68.9607
16	103.561	51.4309	10.9811
17	37.7955	83.549	5.11307
18	106.655	55.7939	55.6637
19	42.3362	57.259	56.1395
20	76.9599	89.362	68.8109
21	52.4371	83.7905	48.6899
22	21.794	22.126	26.9683
23	37.3366	47.3994	59.3957
24	48.7805	76.5178	77.8382
25	94.6299	53.0777	48.8931
26	32.9887	38.7517	46.8954
27	44.2527	44.0845	22.8131
28	50.4443	35.856	53.6968
29	112.031	66.4364	16.6123
30	78.4051	66.4493	33.3769
31	50.9464	44.8129	73.5003
32	129.963	21.1229	5.30648
33	102.218	30.2447	0.370191
34	63.4022	73.0202	83.3174
35	13.3522	24.0811	87.0037
36	38.1291	60.2042	55.2521
37	34.6383	63.997	48.573
38	50.1501	88.6658	39.5263
39	139.394	30.879	10.6377
40	24.9734	26.5451	80.9127
41	40.9742	50.1983	1.89723
42	57.1767	46.6125	73.0943
43	77.0145	34.3787	45.6301
44	39.976	85.6044	42.4888
45	119.268	53.355	0.89268
46	113.315	47.7864	11.3909
47	153.302	42.9233	6.37334
48	50.1936	60.8507	78.2271
49	16.0186	80.5781	87.9341
50	111.376	53.1598	26.9831
51	39.171	49.2796	78.9736
52	31.4475	75.2189	78.4567
53	2.67812	73.6772	13.8382
54	3.22825	79.4674	88.2852
55	79.5505	56.1298	6.46389
56	81.8429	66.6733	72.8675
57	69.6118	61.1173	58.1681
58	138.068	52.8594	20.7115
59	37.6573	40.0442	47.9595
60	71.2476	39.3882	1.43058
61	38.0495	47.3895	79.961
62	25.8368	86.1554	10.277
63	28.2033	75.8222	65.4562
64	17.5591	84.4372	12.6485
65	17.0053	59.2359	39.2109
66	113.341	46.9414	11.1021
67	60.5406	29.5686	36.7521
68	94.2141	23.2193	70.7118
69	126.402	57.3654	33.8522
70	33.7048	41.9344	16.7667
71	54.2227	59.9878	50.8536
72	77.4635	28.3971	43.7648
73	40.3346	78.9625	11.785
74	116.363	46.6103	4.0777
75	21.9347	54.1768	34.2296
76	2.46002	5.21268	87.0784
77	72.3059	72.2651	89.8916
78	142.059	41.5564	18.6681
79	30.4073	64.5539	9.7111
80	38.3534	62.9908	51.9742
81	77.2714	87.311	17.5226
82	80.6902	72.0463	32.1364
83	45.5613	74.0579	67.6832
84	140.583	50.4937	6.914
85	13.0312	81.951	31.7925
86	102.813	22.0632	54.336
87	73.9173	51.6591	21.894
88	51.3957	37.3731	62.6837
89	1.63807	88.7975	74.7422
90	39.8477	57.4552	72.8625
91	73.3668	75.4523	7.37309
92	128.277	39.4856	7.53474
93	82.326	70.543	27.5433
94	49.8951	79.6636	87.3679
95	20.1054	54.6908	26.6555
96	49.7579	78.0926	77.7769
97	130.703	29.6712	30.054
98	37.1462	42.2702	31.8431
99	86.3719	76.6632	23.1918
100	38.2284	42.7304	45.7964
101	50.7394	80.7004	7.54751
102	103.068	66.4466	47.8128
103	64.9706	31.5231	16.4413
104	116.947	54.4744	13.0893
105	50.9597	87.0088	49.9665
106	45.2091	33.159	49.9562
107	83.8324	64.0768	54.4536
108	69.664	57.374	21.3878
109	119.757	39.8962	50.4801
110	93.9271	46.5324	39.737
111	149.055	59.5644	15.7716
112	8.59004	74.7069	72.9286
113	59.5169	88.9754	30.0875
114	68.8469	77.6286	34.204
115	65.8316	23.2566	86.1243
116	15.4848	87.1883	38.295
117	91.5667	34.0879	11.5889
118	79.32	70.6007	30.8162
119	24.9805	58.4806	39.3238
120	64.9213	73.3084	60.1946
121	18.1588	88.8814	13.8225
122	49.98	75.2901	58.1467
123	86.3501	65.5427	65.8488
124	31.0547	59.0571	58.4808
125	24.7982	3.0728	5.65927
126	29.5853	29.6862	15.5382
127	55.1047	55.7688	13.6414
128	93.0276	50.7316	34.2143
129	23.3146	60.6443	2.79579
130	103.325	33.7241	40.0952
131	23.2773	27.5254	19.0373
132	5.71692	85.8223	15.4358
133	128.992	61.4827	10.4367
134	97.2203	16.0112	27.0995
135	165.599	34.3809	0.519182
136	137.496	72.9747	8.05223
137	74.1735	71.2626	57.8324
138	96.5681	35.2723	80.4888
139	56.408	35.0437	77.7804
140	62.728	66.1945	85.2625
141	108.705	60.4341	33.6896
142	90.4467	77.6509	86.1008
143	87.723	50.2155	46.9112
144	53.2204	86.3885	38.157
145	90.5414	84.5846	55.2626
146	81.65	63.2462	41.3088
147	53.8107	21.5698	27.8355
148	25.8594	51.0705	17.3001
149	100.429	73.1374	2.39608
150	90.8575	34.7642	6.7729
151	6.08955	78.8435	55.2339
152	19.8779	83.6552	66.3174
153	54.1707	74.6009	13.7206
154	79.3617	61.3424	41.5003
155	52.3916	75.961	47.8283
156	75.5694	81.5534	12.8051
157	135.214	79.0531	1.6179
158	40.4127	40.6797	12.0881
159	92.3501	72.5778	45.9988
160	40.1867	73.0312	69.4231
161	55.4578	25.9058	78.6667
162	59.5245	81.5239	45.2122
163	2.12159	72.4522	57.4809
164	142.53	64.6058	8.16205
165	16.7229	46.2248	33.0497
166	3.29149	61.7021	84.0826
167	14.4563	63.1205	88.2667
168	21.3481	35.4644	57.6008
169	69.9915	41.5461	52.3627
170	48.0438	22.4994	88.5241
171	97.034	21.7555	77.0681
172	8.70152	59.0454	48.9542
173	39.9285	77.7156	15.5627
174	139.078	25.1424	16.0427
175	79.8749	85.9009	1.78755
176	48.5221	83.3121	1.01939
177	90.576	34.7559	17.8091
178	156.519	44.5791	10.8226
179	41.8635	33.6669	38.7334
180	17.394	29.1408	31.1873
181	48.6671	88.862	23.2076
182	35.0213	37.0274	76.0177
183	53.8523	84.4619	29.9746
184	12.6058	79.1283	65.6623
185	14.3099	50.6038	36.6596
186	8.94294	51.3756	81.7618
187	152.645	43.1386	5.99247
188	135.608	50.1072	3.41784
